Response,Annotator1,Annotator2,Annotator3,Score
There are 3 choices you could choose to help  boosting your creativity. Have a look and choose which one you feel like prusuing today.,0,0,1,0
Please make a choice to one of these three routes to boost your creativity while you maintain your playfulness.,1,1,0,1
You can choose from any of these options to enhance your creative potential; select one of them now.,0,0,0,0
"While you maintain your playfulness, I have three paths we can choose to boost your creativity. Which would you like to go for today?",1,1,1,1
I have three paths we can choose to improve your creativity potential. Which option are you up for today?,0,0,0,0
"While you keep thinking imaginatively, choose a from three paths to increase your creative potential.",0,0,0,0
"While you keep thinking playfully, choose one of three paths to help expand your creativity.",1,1,0,1
"I have now just three paths for you to choose from, each can help you to enhance your creative potential. Please choose one option.",0,0,1,0
There are three paths for you to choose from now - each can enhance your creative potential while you keep up your playful behaviour. Please select one.,1,1,1,1
"OK, game show time. Three doors: each is a path to make you more creative while you keep thinking playfully, pick a door!",1,1,1,1
Game Show Time! Three doors: each a path to making you more creative while you maintain your playfulness. Pick a door to get started.,1,1,1,1
"Game time, there are three ways to improve your creative potential while you keep thinking playfully. Please select a path.",0,0,0,0
Three pathways have been created to help enhance your creative potential. I urge you to choose a path and try to think playfully in this segment!,1,1,1,1
Please choose a path from three pathways below and keep thinking playfully in this segment!,0,0,0,0
Here are three paths to enhance your creative potential while you keep thinking playfully. Please choose a path.,1,1,0,1
I have created three pathways designed to help enhance your creativity. Please choose a path and try keeping up your playfulness in this branch!,1,1,1,1
I have three options we can choose to boost your creative potential while you maintain your playfulness. Which do you feel like attempting today?,1,1,1,1
Here are three methods I proposed to enhance your creativity while you maintain your playfulness. Please select a way that interests you.,0,0,1,0
,,,,
"Let me introduce you to {SAT protocol 20}. This exercise will help you practise handling switching your general belief on a generic question. When finished, please press 'continue'. (User click continue)",,,,
"Allow me to introduce you to {SAT protocol 20}. This will help you practise handling switching your belief on a generic question. When you are finished, please press 'continue'. ",1,1,1,1
I've got an idea which might help to switching your belief on a generic question. Let's have a look at the {SAT protocol 20}. Press continue when finish.,0,0,0,0
Let me introduce you to {SAT protocol 20}. This will help you to get comfortable in switching belief on a generic topic. Please press continue when you've finished.,1,1,1,1
"{SAT protocol 20} is an exercise that will help you to change the way you think about a generic question. When you've finished, please press continue. ",0,0,0,0
"Now it's time to introduce you to {SAT protocol 20}. This will help you to practise changing your beliefs on generic questions. When you're done, just click continue.",1,1,1,1
"Here, go try {SAT protocol 20}. In this exercise, we'll practise how to alter your general belief on a generic question. Press 'continue' when finish.",1,1,0,1
"I'm going to introduce you to {SAT protocol 20} now. This is an exercise which will help you practise being able to handle switching between your own beliefs on a generic question. When you're finished, please press 'continue'.",1,1,1,1
"Check out this {SAT protocol 20}. This activity helps you to cope with taking your beliefs on a generic question. When you're done, hit 'continue'.",0,0,0,0
"Can I please introduce you to {SAT protocol 20}. This exercise will help you practise handling switching your general belief on a generic question. When finished, please press 'continue'.",0,0,1,0
I'd like to introduce you to {SAT protocol 20}. This experience is designed to help you practise switching  your general beliefs on generalized questions. Don't forget to press 'continue' when you're finished.,1,1,1,1
"This is {SAT protocol 20}. This will assist in how you handle questions. After completion, please press 'continue'.",0,0,0,0
"Allow me to introduce you to {SAT protocol 20}. This will help you practise handling a generic question of your belief switching. When completed, please press continue.",1,1,1,1
"Permit me to introduce you to {SAT protocol 20}, this will help you to practise switching your belief on a generic question. When finished, please press continue.",0,0,1,0
"I've got an idea that might help you to switch your belief in a generic question. Let's start with {SAT protocol 20}. When you finished, press continue.",1,1,0,1
Let's have try out {SAT protocol 20} and press continue when you have finished.,0,0,0,0
Let me introduce you to {SAT protocol 20}. This will help you feel comfortable in comparing belief on a generic topic and press continue when you are done.,0,0,0,0
"{SAT protocol 20} is an exercise that will help you change the way you think and your grounds about a generic question. When you've done that, please click Continue.",0,0,0,0
"Let me introduce you to {SAT protocol 20}. This will help you practise handling switching your standpoint over a common topic. When you are finished, please press 'continue'. ",1,1,1,1
Now it's time to introduce {SAT protocol 20}. This will help you to practise changing your grounds on general questions. Press continue when finished.,1,1,0,1
